Attempt ID,Unit Code,Unit Code Version,Assessment ID,Submission
7409436,5HR01,21_01,AVADO_5HR01_21_01,Attempt 3
7742076,5HR02,21_01,AVADO_5HR02_21_01,Attempt 2
8005276,5HR03,21_01,AVADO_5HR03_21_01,Attempt 2
8179877,5OS01,21_01,AVADO_5OS01_21_01,Attempt 3
10000198,5CO01,23_01,CIPD_5CO01_23_01,Attempt 1
10374762,5CO02,23_01,CIPD_5CO02_23_01,Attempt 1
10687140,5CO03,23_01,CIPD_5CO03_23_01,Attempt 2
10965808,5HR01,23_11,AVADO_5HR01_23_11,Attempt 1
11508188,5HR02,23_11,AVADO_5HR02_23_11,Attempt 2
11937026,5HR03,23_11,AVADO_5HR03_23_11,Attempt 3
12118130,5OS01,23_11,AVADO_5OS01_23_11,Attempt 2
14260349,7HR02,24_01,CIPD_7HR02_24_01,Attempt 1
14194874,3CO01,24_01,CIPD_3CO01_24_01,Attempt 2
14664437,3CO02,24_01,CIPD_3CO02_24_01,Attempt 2
14706003,3CO03,25_01,CIPD_3CO03_25_01,Attempt 1
15470151,3CO04,25_01,CIPD_3CO04_25_01,Attempt 1
8338862,3CO01,22_01,CIPD_3CO01_22_01,Attempt 2
8447501,3CO02,22_01,CIPD_3CO02_22_01,Attempt 1
8890718,3CO03,22_01,CIPD_3CO03_22_01,Attempt 1
9790329,3CO04,22_01,CIPD_3CO04_22_01,Attempt 2
7053882,5CO01,22_01,CIPD_5CO01_22_01,Attempt 1
7804763,5CO02,22_01,CIPD_5CO02_22_01,Attempt 1
7853728,5CO03,22_01,CIPD_5CO03_22_01,Attempt 1
8285447,5HR01,22_01,AVADO_5HR01_22_01,Attempt 2
8587102,5HR02,22_01,AVADO_5HR02_22_01,Attempt 1
8933204,5HR03,22_01,AVADO_5HR03_22_01,Attempt 1
9353886,5OS01,22_01,AVADO_5OS01_22_01,Attempt 1
13267483,3CO01,24_01,CIPD_3CO01_24_01,Attempt 1
13261230,3CO02,24_01,CIPD_3CO02_24_01,Attempt 2
13366681,3CO03,24_01,CIPD_3CO03_24_01,Attempt 1
14151897,3CO04,24_01,CIPD_3CO04_24_01,Attempt 3
11530447,5CO01,23_01,CIPD_5CO01_23_01,Attempt 1
11804615,5CO02,23_01,CIPD_5CO02_23_01,Attempt 1
12006764,5CO03,24_01,CIPD_5CO03_24_01,Attempt 1
12626723,5HR01,24_06,AVADO_5HR01_24_06,Attempt 1
13051929,5HR02,24_06,AVADO_5HR02_24_06,Attempt 1
13397365,5HR03,24_06,AVADO_5HR03_24_06,Attempt 1
13649532,5OS01,24_01,CIPD_5OS01_24_01,Attempt 1
12715513,3CO01,24_01,CIPD_3CO01_24_01,Attempt 1
13035616,3CO02,24_01,CIPD_3CO02_24_01,Attempt 1
13114892,3CO03,24_01,CIPD_3CO03_24_01,Attempt 1
13408852,3CO04,24_01,CIPD_3CO04_24_01,Attempt 1
14612982,5CO01,24_01,CIPD_5CO01_24_01,Attempt 2
14881970,5CO02,25_01,CIPD_5CO02_25_01,Attempt 2
15050927,5CO03,25_01,CIPD_5CO03_25_01,Attempt 1
15376580,5HR01,24_01,CIPD_5HR01_24_01,Attempt 1
11117003,5CO01,23_01,CIPD_5CO01_23_01,Attempt 2
11824078,5CO02,23_01,CIPD_5CO02_23_01,Attempt 3
11830721,5CO03,23_01,CIPD_5CO03_23_01,Attempt 2
11923453,5HR01,24_06,AVADO_5HR01_24_06,Attempt 1
12178921,5HR02,24_06,AVADO_5HR02_24_06,Attempt 1
12972217,5HR03,24_06,AVADO_5HR03_24_06,Attempt 2
13062647,5OS01,24_01,CIPD_5OS01_24_01,Attempt 1
6469413,3CO01,21_01,CIPD_3CO01_21_01,Attempt 1
6469527,3CO02,21_01,CIPD_3CO02_21_01,Attempt 2
13412855,5CO01,24_01,CIPD_5CO01_24_01,Attempt 1
13646872,5CO02,24_01,CIPD_5CO02_24_01,Attempt 1
14011226,5CO03,24_01,CIPD_5CO03_24_01,Attempt 1
14299174,5HR01,24_01,CIPD_5HR01_24_01,Attempt 1
14624683,5HR02,24_01,CIPD_5HR02_24_01,Attempt 1
14924112,5HR03,24_01,CIPD_5HR03_24_01,Attempt 1
15514360,5OS01,24_01,CIPD_5OS01_24_01,Attempt 1
8423719,3CO01,22_01,CIPD_3CO01_22_01,Attempt 1
8797706,3CO02,22_01,CIPD_3CO02_22_01,Attempt 1
8828641,3CO03,22_01,CIPD_3CO03_22_01,Attempt 1
9942793,3CO04,23_01,CIPD_3CO04_23_01,Attempt 1
11996047,5CO01,23_01,CIPD_5CO01_23_01,Attempt 2
12348143,5CO02,24_01,CIPD_5CO02_24_01,Attempt 3
12793284,5CO03,24_01,CIPD_5CO03_24_01,Attempt 2
13147118,5HR01,24_06,AVADO_5HR01_24_06,Attempt 2
13074974,5HR02,24_06,AVADO_5HR02_24_06,Attempt 1
13362931,5HR03,24_06,AVADO_5HR03_24_06,Attempt 1
14250095,5OS01,24_01,CIPD_5OS01_24_01,Attempt 3
14053007,7CO02,24_01,CIPD_7CO02_24_01,Attempt 2
12396494,5CO01,24_01,CIPD_5CO01_24_01,Attempt 2
14498255,5CO02,24_02,AVADO_5CO02_24_02,Retake Attempt 1
12883842,5CO03,24_01,CIPD_5CO03_24_01,Attempt 1
13678349,5HR01,24_06,AVADO_5HR01_24_06,Attempt 3
14553519,5HR02,24_06,AVADO_5HR02_24_06,Attempt 2
14501416,5HR03,24_01,CIPD_5HR03_24_01,Attempt 2
14619085,5OS01,24_01,CIPD_5OS01_24_01,Attempt 2
6469421,3CO01,21_01,CIPD_3CO01_21_01,Attempt 1
7255362,3CO02,21_01,CIPD_3CO02_21_01,Attempt 1
7176005,3CO03,21_01,CIPD_3CO03_21_01,Attempt 2
7774271,3CO04,22_01,CIPD_3CO04_22_01,Attempt 3
9486247,5CO01,23_01,CIPD_5CO01_23_01,Attempt 1
10040104,5CO02,23_01,CIPD_5CO02_23_01,Attempt 1
10307101,5CO03,23_01,CIPD_5CO03_23_01,Attempt 1
10609713,5HR01,23_11,AVADO_5HR01_23_11,Attempt 1
11072998,5HR02,23_11,AVADO_5HR02_23_11,Attempt 2
11547497,5HR03,23_11,AVADO_5HR03_23_11,Attempt 2
11724378,5OS01,23_11,AVADO_5OS01_23_11,Attempt 1
13345484,3CO01,24_01,CIPD_3CO01_24_01,Attempt 1
13194150,3CO04,24_01,CIPD_3CO04_24_01,Attempt 1
6928992,5CO01,21_01,CIPD_5CO01_21_01,Attempt 2
6921032,5CO02,22_01,CIPD_5CO02_22_01,Attempt 1
7606649,5CO03,22_01,CIPD_5CO03_22_01,Attempt 2
8008969,5HR01,21_01,AVADO_5HR01_21_01,Attempt 1
6469482,3CO01,21_01,CIPD_3CO01_21_01,Attempt 1
6624181,3CO02,21_01,CIPD_3CO02_21_01,Attempt 1
8220436,3CO03,22_01,CIPD_3CO03_22_01,Attempt 2
11349068,3CO04,23_01,CIPD_3CO04_23_01,Attempt 2
10219647,5CO01,23_01,CIPD_5CO01_23_01,Attempt 1
10618566,5CO02,23_01,CIPD_5CO02_23_01,Attempt 2
11170652,5CO03,23_01,CIPD_5CO03_23_01,Attempt 2
11413111,5HR01,23_11,AVADO_5HR01_23_11,Attempt 2
11833412,5HR02,23_11,AVADO_5HR02_23_11,Attempt 2
12175212,5HR03,24_06,AVADO_5HR03_24_06,Attempt 1
12185026,5OS01,23_11,AVADO_5OS01_23_11,Attempt 1
6469855,5CO01,21_01,CIPD_5CO01_21_01,Attempt 3
6472187,5CO02,21_01,CIPD_5CO02_21_01,Attempt 1
6682670,5CO03,21_01,CIPD_5CO03_21_01,Attempt 2
6747091,5HR01,21_01,AVADO_5HR01_21_01,Attempt 2
6927877,5HR02,21_01,AVADO_5HR02_21_01,Attempt 1
7470051,5HR03,21_01,AVADO_5HR03_21_01,Attempt 1
8131335,5OS01,21_01,AVADO_5OS01_21_01,Attempt 3
10970345,5CO01,23_01,CIPD_5CO01_23_01,Attempt 1
11695836,5CO02,23_01,CIPD_5CO02_23_01,Attempt 2
11940763,5CO03,23_01,CIPD_5CO03_23_01,Attempt 1
12240435,5HR01,24_06,AVADO_5HR01_24_06,Attempt 1
12586631,5HR02,24_06,AVADO_5HR02_24_06,Attempt 1
13015559,5HR03,24_06,AVADO_5HR03_24_06,Attempt 1
13248664,5OS01,24_01,CIPD_5OS01_24_01,Attempt 1
7227547,3CO01,22_01,CIPD_3CO01_22_01,Attempt 2
7436216,3CO02,22_01,CIPD_3CO02_22_01,Attempt 1
7948749,3CO03,22_01,CIPD_3CO03_22_01,Attempt 1
6594649,5CO01,21_01,CIPD_5CO01_21_01,Attempt 1
7129296,5CO01,21_01,CIPD_5CO01_21_01,Attempt 1
7130813,5CO02,21_01,CIPD_5CO02_21_01,Attempt 1
6475294,5CO03,21_01,CIPD_5CO03_21_01,Attempt 1
6513136,5LD01,21_01,AVADO_5LD01_21_01,Attempt 1
6929837,5LD02,21_01,AVADO_5LD02_21_01,Attempt 2
7005417,5LD03,21_01,AVADO_5LD03_21_01,Attempt 1
7212459,5OS02,21_01,AVADO_5OS02_21_01,Attempt 1
11869794,3CO01,23_01,CIPD_3CO01_23_01,Attempt 2
12131597,3CO02,24_01,CIPD_3CO02_24_01,Attempt 2
12160662,3CO03,24_01,CIPD_3CO03_24_01,Attempt 1
13239539,3CO04,24_01,CIPD_3CO04_24_01,Attempt 1
12121906,5CO01,24_01,CIPD_5CO01_24_01,Attempt 2
12921787,5CO02,24_01,CIPD_5CO02_24_01,Attempt 1
7212892,3CO01,21_01,CIPD_3CO01_21_01,Attempt 3
6849214,3CO02,21_01,CIPD_3CO02_21_01,Attempt 1
7740003,3CO03,22_01,CIPD_3CO03_22_01,Attempt 2
8100188,3CO04,22_01,CIPD_3CO04_22_01,Attempt 3
11178113,5CO01,23_01,CIPD_5CO01_23_01,Attempt 3
11674017,5CO02,23_01,CIPD_5CO02_23_01,Attempt 3
12033762,5CO03,23_01,CIPD_5CO03_23_01,Attempt 3
11991447,5HR01,24_06,AVADO_5HR01_24_06,Attempt 1
12358679,5HR02,24_06,AVADO_5HR02_24_06,Attempt 2
12519514,5HR03,24_06,AVADO_5HR03_24_06,Attempt 1
13111131,5OS01,24_01,CIPD_5OS01_24_01,Attempt 2
7160072,3CO01,22_01,CIPD_3CO01_22_01,Attempt 3
8144839,3CO02,22_01,CIPD_3CO02_22_01,Attempt 2
7704005,3CO03,22_01,CIPD_3CO03_22_01,Attempt 1
9299235,3CO04,22_01,CIPD_3CO04_22_01,Attempt 3
10672543,5CO01,23_01,CIPD_5CO01_23_01,Attempt 2
11130051,5CO02,23_01,CIPD_5CO02_23_01,Attempt 2
12583702,5CO03,24_01,CIPD_5CO03_24_01,Attempt 2
12274187,5HR01,24_06,AVADO_5HR01_24_06,Attempt 2
12462723,5HR02,24_06,AVADO_5HR02_24_06,Attempt 3
12125302,5HR03,24_06,AVADO_5HR03_24_06,Attempt 1
12830482,5OS02,23_11,AVADO_5OS02_23_11,Attempt 2
9882958,5CO01,23_01,CIPD_5CO01_23_01,Attempt 1
10575662,5CO02,23_01,CIPD_5CO02_23_01,Attempt 3
10549078,5CO03,23_01,CIPD_5CO03_23_01,Attempt 2
11240315,5HR01,23_11,AVADO_5HR01_23_11,Attempt 2
11498977,5HR02,23_11,AVADO_5HR02_23_11,Attempt 2
11498797,5HR03,23_11,AVADO_5HR03_23_11,Attempt 1
12256855,5OS02,23_11,AVADO_5OS02_23_11,Attempt 2
15480290,3CO01,25_01,CIPD_3CO01_25_01,Attempt 2
8197897,5CO01,22_01,CIPD_5CO01_22_01,Attempt 3
8342610,5CO02,22_01,CIPD_5CO02_22_01,Attempt 2
8441485,5CO03,22_01,CIPD_5CO03_22_01,Attempt 1
8890891,5HR01,22_01,AVADO_5HR01_22_01,Attempt 1
9305889,5HR02,22_01,AVADO_5HR02_22_01,Attempt 1
9601329,5HR03,22_01,AVADO_5HR03_22_01,Attempt 2
10189362,5OS01,22_01,AVADO_5OS01_22_01,Attempt 2
15470038,5CO01,25_01,CIPD_5CO01_25_01,Attempt 2
15098976,5CO01,25_01,CIPD_5CO01_25_01,Attempt 2
15670006,5CO02,25_01,CIPD_5CO02_25_01,Attempt 2
6513212,5CO01,21_01,CIPD_5CO01_21_01,Attempt 1
8283487,5CO02,22_01,CIPD_5CO02_22_01,Attempt 1
8283434,5CO03,22_01,CIPD_5CO03_22_01,Attempt 1
7153635,5HR01,21_01,AVADO_5HR01_21_01,Attempt 2
7330595,5HR02,21_01,AVADO_5HR02_21_01,Attempt 1
13156318,5HR03,24_06,AVADO_5HR03_24_06,Attempt 2
14658126,5OS02,24_01,CIPD_5OS02_24_01,Attempt 2
6401457,5CO01,21_01,CIPD_5CO01_21_01,Attempt 3
6431037,5CO02,21_01,CIPD_5CO02_21_01,Attempt 1
6949602,5CO03,21_01,CIPD_5CO03_21_01,Attempt 3
6869121,5HR01,21_01,AVADO_5HR01_21_01,Attempt 1
7245668,5HR02,21_01,AVADO_5HR02_21_01,Attempt 1
7938276,5HR03,21_01,AVADO_5HR03_21_01,Attempt 3
8098175,5OS02,21_01,AVADO_5OS02_21_01,Attempt 2
14017098,5CO01,24_01,CIPD_5CO01_24_01,Attempt 2
14239097,5CO02,24_01,CIPD_5CO02_24_01,Attempt 2
14440990,5CO03,24_01,CIPD_5CO03_24_01,Attempt 1
14737545,5HR01,24_01,CIPD_5HR01_24_01,Attempt 1
15481718,5HR02,24_01,CIPD_5HR02_24_01,Attempt 1
6253738,5CO01,21_01,CIPD_5CO01_21_01,Attempt 3
6133550,5CO02,21_01,CIPD_5CO02_21_01,Attempt 2
6617839,5CO03,21_01,CIPD_5CO03_21_01,Attempt 2
6940113,5HR01,21_01,AVADO_5HR01_21_01,Attempt 2
7310393,5HR02,21_01,AVADO_5HR02_21_01,Attempt 2
7401404,5HR03,21_01,AVADO_5HR03_21_01,Attempt 2
7893267,5OS01,21_01,AVADO_5OS01_21_01,Attempt 2
11587071,5CO01,23_01,CIPD_5CO01_23_01,Attempt 3
12049522,5CO03,24_01,CIPD_5CO03_24_01,Attempt 1
7893504,5CO01,22_01,CIPD_5CO01_22_01,Attempt 3
7915520,5CO02,22_01,CIPD_5CO02_22_01,Attempt 2
7910804,5CO03,22_01,CIPD_5CO03_22_01,Attempt 2
7955222,5HR01,21_01,AVADO_5HR01_21_01,Attempt 2
8315632,5HR02,21_01,AVADO_5HR02_21_01,Attempt 3
8506479,5HR03,21_01,AVADO_5HR03_21_01,Attempt 3
8507612,5OS01,21_01,AVADO_5OS01_21_01,Attempt 1
11994708,5CO01,24_01,CIPD_5CO01_24_01,Attempt 2
12213480,5CO02,24_01,CIPD_5CO02_24_01,Attempt 1
12869276,5CO03,24_01,CIPD_5CO03_24_01,Attempt 2
13241702,5HR01,24_06,AVADO_5HR01_24_06,Attempt 1
13598258,5HR02,24_06,AVADO_5HR02_24_06,Attempt 1
14157202,5HR03,24_01,CIPD_5HR03_24_01,Attempt 1
14397086,5OS01,24_01,CIPD_5OS01_24_01,Attempt 2
12177120,5CO01,24_01,CIPD_5CO01_24_01,Attempt 2
12452283,5CO02,24_01,CIPD_5CO02_24_01,Attempt 2
12946470,5CO03,24_01,CIPD_5CO03_24_01,Attempt 2
13095482,5HR01,24_06,AVADO_5HR01_24_06,Attempt 1
14752420,5HR02,24_06,AVADO_5HR02_24_06,Attempt 2
14030234,5HR03,24_01,CIPD_5HR03_24_01,Attempt 1
14638212,5OS01,24_01,CIPD_5OS01_24_01,Attempt 2
8904363,3CO01,22_01,CIPD_3CO01_22_01,Attempt 3
8939251,3CO02,22_01,CIPD_3CO02_22_01,Attempt 1
11649633,3CO03,23_01,CIPD_3CO03_23_01,Attempt 3
11956051,3CO04,23_01,CIPD_3CO04_23_01,Attempt 2
7656790,5CO01,22_01,CIPD_5CO01_22_01,Attempt 2
8151801,5CO02,22_01,CIPD_5CO02_22_01,Attempt 2
14733223,5CO01,25_01,CIPD_5CO01_25_01,Attempt 1
6591155,5CO01,21_01,CIPD_5CO01_21_01,Attempt 2
6881076,5CO02,21_01,CIPD_5CO02_21_01,Attempt 2
7248459,5CO03,22_01,CIPD_5CO03_22_01,Attempt 2
7350464,5HR01,21_01,AVADO_5HR01_21_01,Attempt 1
7683037,5HR02,21_01,AVADO_5HR02_21_01,Attempt 3
8092627,5HR03,22_01,AVADO_5HR03_22_01,Attempt 3
8155327,5OS02,21_01,AVADO_5OS02_21_01,Attempt 3
11947772,5CO01,24_01,CIPD_5CO01_24_01,Attempt 1
12475869,5CO02,24_01,CIPD_5CO02_24_01,Attempt 1
13062384,5CO03,24_01,CIPD_5CO03_24_01,Attempt 1
13519801,5HR01,24_06,AVADO_5HR01_24_06,Attempt 2
14014026,5HR02,24_06,AVADO_5HR02_24_06,Attempt 2
14052424,5HR03,24_01,CIPD_5HR03_24_01,Attempt 1
14348861,5OS01,24_01,CIPD_5OS01_24_01,Attempt 1
14991924,3CO01,25_01,CIPD_3CO01_25_01,Attempt 1
15327591,3CO02,25_01,CIPD_3CO02_25_01,Attempt 1
6385597,5CO01,21_01,CIPD_5CO01_21_01,Attempt 1
6135686,5CO01,21_01,CIPD_5CO01_21_01,Attempt 1
6786473,5CO02,21_01,CIPD_5CO02_21_01,Attempt 1
RT1|a.f.n.alamri@gmail.com|5CO02|20240517,5CO02,23_02,CIPD 5CO02_23_02,Retake Attempt 1
7858079,5CO03,22_01,CIPD_5CO03_22_01,Attempt 2
6773648,5CO03,21_01,CIPD_5CO03_21_01,Attempt 2
8948227,5HR01,21_01,AVADO_5HR01_21_01,Attempt 2
7831030,5HR02,21_01,AVADO_5HR02_21_01,Attempt 1
8611942,5HR03,22_01,AVADO_5HR03_22_01,Attempt 2
RT1|a.f.n.alamri@gmail.com|5LD01|20240610,5LD01,22_01,CIPD 5LD01_22_01,Retake Attempt 1
7716287,5LD02,21_01,AVADO_5LD02_21_01,Attempt 3
7836704,5LD03,21_01,AVADO_5LD03_21_01,Attempt 2
8945071,5OS01,22_02,AVADO_5OS01_22_02,Attempt 3
8181214,5OS01,21_01,AVADO_5OS01_21_01,Attempt 3
14751201,5CO01,24_01,CIPD_5CO01_24_01,Attempt 1
14749817,5CO02,25_01,CIPD_5CO02_25_01,Attempt 1
15518513,5CO03,25_01,CIPD_5CO03_25_01,Attempt 2
15294551,5HR01,24_01,CIPD_5HR01_24_01,Attempt 1
